ionIdx	ionMz		001 / F5_185_PE_T16_1_F5_185_PE	002 / F5_185_PE_T16_1_F5_185_PE	003 / F5_262_PE_T0_1_F5_262_PE	004 / F5_262_PE_T0_1_F5_262_PE	005 / Neg_PE_T0_3_no_PE	006 / Neg_PE_T0_3_no_PE	007 / F5_351_PE_T0_3_F5_351_PE	008 / F5_351_PE_T0_3_F5_351_PE	009 / F5_186_PE_T16_5_F5_186_PE	010 / F5_186_PE_T16_5_F5_186_PE	011 / F5_186_PE_T16_3_F5_186_PE	012 / F5_186_PE_T16_3_F5_186_PE	013 / F5_259_PE_T16_1_F5_259_PE	014 / F5_259_PE_T16_1_F5_259_PE	015 / F5_261_PE_T0_3_F5_261_PE	016 / F5_261_PE_T0_3_F5_261_PE	017 / F5_352_PE_T0_2_F5_352_PE	018 / F5_352_PE_T0_2_F5_352_PE	019 / F5_353_PE_T0_3_F5_353_PE	020 / F5_353_PE_T0_3_F5_353_PE	021 / F5_186_PE_T0_5_F5_186_PE	022 / F5_186_PE_T0_5_F5_186_PE	023 / F5_260_PE_T0_3_F5_260_PE	024 / F5_260_PE_T0_3_F5_260_PE	025 / F5_353_PE_T0_1_F5_353_PE	026 / F5_353_PE_T0_1_F5_353_PE	027 / F5_185_PE_T16_3_F5_185_PE	028 / F5_185_PE_T16_3_F5_185_PE	029 / F5_184_PE_T0_5_F5_184_PE	030 / F5_184_PE_T0_5_F5_184_PE	031 / F5_184_PE_T16_3_F5_184_PE	032 / F5_184_PE_T16_3_F5_184_PE	033 / F5_186_PE_T0_1_F5_186_PE	034 / F5_186_PE_T0_1_F5_186_PE	035 / F5_184_PE_T0_3_F5_184_PE	036 / F5_184_PE_T0_3_F5_184_PE	037 / Neg_PE_T0_2_no_PE	038 / Neg_PE_T0_2_no_PE	039 / F5_183_PE_T0_3_F5_183_PE	040 / F5_183_PE_T0_3_F5_183_PE	041 / F5_260_PE_T0_2_F5_260_PE	042 / F5_260_PE_T0_2_F5_260_PE	043 / F5_184_PE_T0_4_F5_184_PE	044 / F5_184_PE_T0_4_F5_184_PE	045 / F5_185_PE_T0_1_F5_185_PE	046 / F5_185_PE_T0_1_F5_185_PE	047 / F5_184_PE_T0_1_F5_184_PE	048 / F5_184_PE_T0_1_F5_184_PE	049 / F5_350_PE_T0_1_F5_350_PE	050 / F5_350_PE_T0_1_F5_350_PE	051 / F5_263_PE_T0_1_F5_263_PE	052 / F5_263_PE_T0_1_F5_263_PE	053 / F5_184_PE_T16_4_F5_184_PE	054 / F5_184_PE_T16_4_F5_184_PE	055 / F5_259_PE_T0_1_F5_259_PE	056 / F5_259_PE_T0_1_F5_259_PE	057 / F5_352_PE_T0_3_F5_352_PE	058 / F5_352_PE_T0_3_F5_352_PE	059 / F5_259_PE_T0_4_F5_259_PE	060 / F5_259_PE_T0_4_F5_259_PE	061 / F5_261_PE_T0_4_F5_261_PE	062 / F5_261_PE_T0_4_F5_261_PE	063 / F5_260_PE_T0_4_F5_260_PE	064 / F5_260_PE_T0_4_F5_260_PE	065 / F5_183_PE_T0_4_F5_183_PE	066 / F5_183_PE_T0_4_F5_183_PE	067 / F5_185_PE_T0_3_F5_185_PE	068 / F5_185_PE_T0_3_F5_185_PE	069 / F5_260_PE_T0_5_F5_260_PE	070 / F5_260_PE_T0_5_F5_260_PE	071 / F5_354_PE_T0_5_F5_354_PE	072 / F5_354_PE_T0_5_F5_354_PE	073 / F5_352_PE_T0_4_F5_352_PE	074 / F5_352_PE_T0_4_F5_352_PE	075 / F5_351_PE_T0_1_F5_351_PE	076 / F5_351_PE_T0_1_F5_351_PE	077 / F5_350_PE_T0_5_F5_350_PE	078 / F5_350_PE_T0_5_F5_350_PE	079 / F5_259_PE_T0_2_F5_259_PE	080 / F5_259_PE_T0_2_F5_259_PE	081 / F5_261_PE_T0_1_F5_261_PE	082 / F5_261_PE_T0_1_F5_261_PE	083 / F5_185_PE_T0_5_F5_185_PE	084 / F5_185_PE_T0_5_F5_185_PE	085 / F5_185_PE_T0_2_F5_185_PE	086 / F5_185_PE_T0_2_F5_185_PE	087 / F5_186_PE_T0_4_F5_186_PE	088 / F5_186_PE_T0_4_F5_186_PE	089 / F5_263_PE_T0_2_F5_263_PE	090 / F5_263_PE_T0_2_F5_263_PE	091 / F5_183_PE_T0_5_F5_183_PE	092 / F5_183_PE_T0_5_F5_183_PE	093 / F5_186_PE_T16_2_F5_186_PE	094 / F5_186_PE_T16_2_F5_186_PE	095 / F5_183_PE_T16_1_F5_183_PE	096 / F5_183_PE_T16_1_F5_183_PE	097 / F5_262_PE_T0_4_F5_262_PE	098 / F5_262_PE_T0_4_F5_262_PE	099 / F5_350_PE_T0_2_F5_350_PE	100 / F5_350_PE_T0_2_F5_350_PE	101 / F5_185_PE_T16_2_F5_185_PE	102 / F5_185_PE_T16_2_F5_185_PE	103 / F5_353_PE_T0_5_F5_353_PE	104 / F5_353_PE_T0_5_F5_353_PE	105 / Neg_PE_T0_5_no_PE	106 / Neg_PE_T0_5_no_PE	107 / F5_186_PE_T16_1_F5_186_PE	108 / F5_186_PE_T16_1_F5_186_PE	109 / F5_261_PE_T0_2_F5_261_PE	110 / F5_261_PE_T0_2_F5_261_PE	111 / F5_263_PE_T0_5_F5_263_PE	112 / F5_263_PE_T0_5_F5_263_PE	113 / F5_263_PE_T0_4_F5_263_PE	114 / F5_263_PE_T0_4_F5_263_PE	115 / F5_184_PE_T16_2_F5_184_PE	116 / F5_184_PE_T16_2_F5_184_PE	117 / F5_262_PE_T0_5_F5_262_PE	118 / F5_262_PE_T0_5_F5_262_PE	119 / F5_183_PE_T0_2_F5_183_PE	120 / F5_183_PE_T0_2_F5_183_PE	121 / F5_259_PE_T0_3_F5_259_PE	122 / F5_259_PE_T0_3_F5_259_PE	123 / F5_259_PE_T0_5_F5_259_PE	124 / F5_259_PE_T0_5_F5_259_PE	125 / F5_183_PE_T16_3_F5_183_PE	126 / F5_183_PE_T16_3_F5_183_PE	127 / F5_183_PE_T16_4_F5_183_PE	128 / F5_183_PE_T16_4_F5_183_PE	129 / F5_183_PE_T0_1_F5_183_PE	130 / F5_183_PE_T0_1_F5_183_PE	131 / F5_350_PE_T0_3_F5_350_PE	132 / F5_350_PE_T0_3_F5_350_PE	133 / F5_353_PE_T0_4_F5_353_PE	134 / F5_353_PE_T0_4_F5_353_PE	135 / F5_350_PE_T0_4_F5_350_PE	136 / F5_350_PE_T0_4_F5_350_PE	137 / F5_352_PE_T0_5_F5_352_PE	138 / F5_352_PE_T0_5_F5_352_PE	139 / F5_186_PE_T16_4_F5_186_PE	140 / F5_186_PE_T16_4_F5_186_PE	141 / Neg_PE_T0_1_no_PE	142 / Neg_PE_T0_1_no_PE	143 / F5_260_PE_T0_1_F5_260_PE	144 / F5_260_PE_T0_1_F5_260_PE	145 / F5_185_PE_T16_5_F5_185_PE	146 / F5_185_PE_T16_5_F5_185_PE	147 / F5_354_PE_T0_2_F5_354_PE	148 / F5_354_PE_T0_2_F5_354_PE	149 / F5_353_PE_T0_2_F5_353_PE	150 / F5_353_PE_T0_2_F5_353_PE	151 / F5_262_PE_T0_3_F5_262_PE	152 / F5_262_PE_T0_3_F5_262_PE	153 / Neg_PE_T0_4_no_PE	154 / Neg_PE_T0_4_no_PE	155 / F5_354_PE_T0_1_F5_354_PE	156 / F5_354_PE_T0_1_F5_354_PE	157 / F5_352_PE_T0_1_F5_352_PE	158 / F5_352_PE_T0_1_F5_352_PE	159 / F5_261_PE_T0_5_F5_261_PE	160 / F5_261_PE_T0_5_F5_261_PE	161 / F5_184_PE_T16_1_F5_184_PE	162 / F5_184_PE_T16_1_F5_184_PE	163 / F5_184_PE_T0_2_F5_184_PE	164 / F5_184_PE_T0_2_F5_184_PE	165 / F5_183_PE_T16_5_F5_183_PE	166 / F5_183_PE_T16_5_F5_183_PE	167 / F5_351_PE_T0_4_F5_351_PE	168 / F5_351_PE_T0_4_F5_351_PE	169 / F5_184_PE_T16_5_F5_184_PE	170 / F5_184_PE_T16_5_F5_184_PE	171 / F5_354_PE_T0_4_F5_354_PE	172 / F5_354_PE_T0_4_F5_354_PE	173 / F5_354_PE_T0_3_F5_354_PE	174 / F5_354_PE_T0_3_F5_354_PE	175 / F5_183_PE_T16_2_F5_183_PE	176 / F5_183_PE_T16_2_F5_183_PE	177 / F5_186_PE_T0_2_F5_186_PE	178 / F5_186_PE_T0_2_F5_186_PE	179 / F5_351_PE_T0_5_F5_351_PE	180 / F5_351_PE_T0_5_F5_351_PE	181 / F5_185_PE_T0_4_F5_185_PE	182 / F5_185_PE_T0_4_F5_185_PE	183 / F5_262_PE_T0_2_F5_262_PE	184 / F5_262_PE_T0_2_F5_262_PE	185 / F5_263_PE_T0_3_F5_263_PE	186 / F5_263_PE_T0_3_F5_263_PE	187 / F5_185_PE_T16_4_F5_185_PE	188 / F5_185_PE_T16_4_F5_185_PE	189 / F5_186_PE_T0_3_F5_186_PE	190 / F5_186_PE_T0_3_F5_186_PE	191 / F5_351_PE_T0_2_F5_351_PE	192 / F5_351_PE_T0_2_F5_351_PE	193 / F5_350_PE_T16_5_F5_350_PE	194 / F5_350_PE_T16_5_F5_350_PE	195 / cfMRS_3_no_no	196 / cfMRS_3_no_no	197 / F5_352_PE_T16_5_F5_352_PE	198 / F5_352_PE_T16_5_F5_352_PE	199 / F5_263_PE_T16_2_F5_263_PE	200 / F5_263_PE_T16_2_F5_263_PE	201 / F5_262_PE_T16_1_F5_262_PE	202 / F5_262_PE_T16_1_F5_262_PE	203 / F5_259_PE_T16_3_F5_259_PE	204 / F5_259_PE_T16_3_F5_259_PE	205 / F5_351_PE_T16_3_F5_351_PE	206 / F5_351_PE_T16_3_F5_351_PE	207 / Neg_PE_T16_5_no_PE	208 / Neg_PE_T16_5_no_PE	209 / F5_262_PE_T16_2_F5_262_PE	210 / F5_262_PE_T16_2_F5_262_PE	211 / F5_260_PE_T16_2_F5_260_PE	212 / F5_260_PE_T16_2_F5_260_PE	213 / F5_351_PE_T16_2_F5_351_PE	214 / F5_351_PE_T16_2_F5_351_PE	215 / cfMRS_2_no_no	216 / cfMRS_2_no_no	217 / F5_262_PE_T16_3_F5_262_PE	218 / F5_262_PE_T16_3_F5_262_PE	219 / Neg_PE_T16_4_no_PE	220 / Neg_PE_T16_4_no_PE	221 / F5_351_PE_T16_5_F5_351_PE	222 / F5_351_PE_T16_5_F5_351_PE	223 / F5_353_PE_T16_2_F5_353_PE	224 / F5_353_PE_T16_2_F5_353_PE	225 / F5_350_PE_T16_3_F5_350_PE	226 / F5_350_PE_T16_3_F5_350_PE	227 / F5_354_PE_T16_3_F5_354_PE	228 / F5_354_PE_T16_3_F5_354_PE	229 / F5_352_PE_T16_2_F5_352_PE	230 / F5_352_PE_T16_2_F5_352_PE	231 / F5_351_PE_T16_4_F5_351_PE	232 / F5_351_PE_T16_4_F5_351_PE	233 / F5_262_PE_T16_4_F5_262_PE	234 / F5_262_PE_T16_4_F5_262_PE	235 / F5_263_PE_T16_3_F5_263_PE	236 / F5_263_PE_T16_3_F5_263_PE	237 / F5_263_PE_T16_5_F5_263_PE	238 / F5_263_PE_T16_5_F5_263_PE	239 / F5_354_PE_T16_1_F5_354_PE	240 / F5_354_PE_T16_1_F5_354_PE	241 / F5_353_PE_T16_3_F5_353_PE	242 / F5_353_PE_T16_3_F5_353_PE	243 / F5_350_PE_T16_4_F5_350_PE	244 / F5_350_PE_T16_4_F5_350_PE	245 / F5_261_PE_T16_4_F5_261_PE
384	269.0458		17269	17710	14745	15865	14497	15282	14266	12569	20532	18779	17872	20006	16902	15595	15079	13544	13614	14435	15016	14324	13529	14644	14846	15346	12312	15420	19438	18761	14522	13646	18542	16974	15354	12867	13842	13525	12395	12922	14969	12854	13828	12875	14839	16231	14365	13001	13265	15344	14260	15553	14060	14134	17629	17083	13560	15123	15045	14068	14279	14524	14591	15435	14334	12635	14051	14036	13881	13895	14174	13304	11367	12457	12952	15160	14457	14746	12563	14968	14025	14810	14638	14340	15025	15549	13920	14204	13598	14063	17151	16063	14156	15676	16619	19447	16428	16793	14590	14631	15194	14805	17846	16037	14863	14072	15569	14765	16058	17165	15663	14604	12668	14157	14572	12437	17229	18265	12844	14079	13304	13264	12535	12463	12534	13714	18388	17958	19241	19600	14469	13766	11810	13911	11401	14228	12512	14489	13105	13201	17159	16260	17227	14156	14188	13205	20090	18236	13572	13716	12569	13353	15644	14785	13676	12257	13910	13313	13689	15338	14660	14979	15571	15409	14631	14300	16797	16214	12413	13899	16122	18270	13881	15584	13692	14836	17272	17330	12861	13908	12690	14653	16138	14202	13020	14317	14271	13205	20746	21440	16807	16213	12942	13037	18452	19275	11539	11580	17307	17915	16791	18097	15938	17424	15548	17125	16451	14275	13685	13539	13545	16378	16490	17404	18113	17078	10856	13537	17575	16053	14208	12992	17971	16142	17962	17941	20413	17234	18858	18784	17230	16147	16590	17419	16464	16353	15929	16579	19507	18792	19015	17123	17799	18591	21070	17896	16537
385	269.2121		54748	54828	73108	70926	76325	76418	73540	76241	62861	50669	51669	52385	45708	44697	69886	65736	69802	73458	80302	74551	78607	73419	74771	64937	80002	76792	48821	49206	71928	71585	41372	39548	73102	76808	76670	72604	78030	76038	78881	82663	75941	73177	78875	73762	81254	79899	73408	70820	74254	79236	74928	66545	36130	40056	65038	63621	69642	66703	69870	66653	72230	72892	72756	68888	80986	76505	74027	74161	71940	68173	74730	67843	74444	71198	71635	70938	70584	76228	66872	69807	70255	69503	77152	79261	79587	76112	71172	74562	69809	67163	76615	81846	52962	53268	50018	50199	69454	72891	69455	70817	50616	46396	68643	64432	81659	76543	53923	46787	71167	70691	68731	68320	73430	70803	41284	38811	67184	64208	78193	79250	68748	66639	68284	68146	52392	51860	48726	46700	67665	66020	72182	70106	67896	65809	69663	69867	69196	65991	53298	48056	77442	80751	72357	70994	50595	52567	72207	67472	70991	68005	70215	63943	78106	79573	70540	66313	72173	70879	69447	73718	35627	35312	62176	69540	47959	45407	70698	75276	37385	37149	67423	65957	65499	62565	46402	45504	72936	70388	73653	76958	74817	73373	61313	62474	70893	65909	58806	52272	76067	65729	77293	72520	36469	37070	98389	103269	46312	47830	39816	41849	47638	50404	49584	44902	45172	44747	106104	104600	43957	40400	35927	37170	37683	39793	102995	103119	46546	41322	105535	104589	44200	39828	50020	46742	36210	33946	51904	47665	46826	46769	43208	40415	43475	40906	41614	40753	48535	44490	53364	48972	48509	50565	33710	32747	33451
386	271.061		35212	33144	31892	31961	32691	29304	31158	32071	35647	35061	33716	37211	28117	28782	35361	33638	30359	30858	33240	33017	31831	31848	33185	31379	30536	32504	34388	37864	30047	29047	30639	31232	27076	29633	30106	32014	31310	29971	35967	30404	26345	30317	33308	30969	30108	32496	29458	32368	33119	31432	32504	31779	31138	30036	29412	31903	30304	32567	30381	29751	31794	31419	30374	30994	33017	32685	29322	28791	33450	33950	29791	29825	30998	30981	31108	31258	28464	31163	27833	31175	31030	29725	32627	33575	29111	30749	29670	32729	33849	33210	29571	31163	32821	33051	32025	33419	29806	30621	29200	31147	33018	33652	27599	29201	30001	31503	30811	32319	30580	31783	28565	28142	31472	29512	29684	27625	27774	29831	31082	32888	30357	28278	29932	34095	34883	32744	33427	33016	28603	30114	29214	27403	28820	27903	29864	26933	29133	26322	32726	31977	31997	29174	30315	28679	35612	34422	31234	28693	30601	31068	30306	30601	26613	28660	28596	26923	30265	30470	30817	29077	26666	25332	30479	31248	30963	31219	31763	28508	30142	29581	34435	32456	27087	27870	33588	32005	31167	30483	30682	31194	31703	32236	29940	28598	31628	32301	36904	38294	31555	31581	29078	29929	28580	28589	21016	23454	36691	31881	33802	28314	33138	33262	28875	28729	32412	32614	32759	30931	30912	28184	30776	33395	30544	33152	25357	22117	32564	33337	30536	32647	29776	29558	31960	30453	29650	28680	33080	30201	30196	29689	30594	29581	31684	35084	32370	33509	35907	36101	33998	30372	31379	32475	31291	29219	28406
387	271.1134		25745	27394	25842	25185	25633	26588	24237	25718	29667	30738	29415	29816	24457	29696	26943	25620	24468	24125	25494	22097	23072	26485	24259	24609	25036	24987	26482	27565	23994	25436	25928	26569	24583	25417	25216	23074	25663	24411	24355	24565	23661	24897	24073	24752	23417	25324	24913	23392	25002	22923	27348	23809	27145	27436	26731	24859	24164	24751	24367	21887	23309	25126	25258	22794	26441	24696	22980	26271	22525	22511	23141	22558	25763	25317	22886	23602	24405	22743	22393	23428	23936	24661	25987	25250	25180	23950	22966	22348	22444	25722	24893	22537	29804	29554	25025	24829	26121	22735	22935	20842	26596	27010	20426	21762	22972	26543	27988	25743	25976	24435	24804	22548	25273	24011	25753	26132	24146	24578	25246	26306	23367	22090	23498	24272	25323	25301	25481	26418	23490	24069	22437	23214	23900	22583	23674	23348	24341	20804	25224	28114	28433	26448	24020	25078	25650	26380	23846	23090	21976	22922	23669	21835	23745	26686	24067	23578	25985	25098	23842	26474	26661	25814	23753	22963	23236	25934	25903	24629	25060	28126	18615	20978	22183	22660	26518	24119	23477	26046	22403	25192	23232	27053	24114	26775	22835	22929	26941	27450	23224	24064	24069	24856	28444	28949	33366	38650	26039	27809	25169	27222	26940	27098	28072	28945	27377	28651	27266	28308	25164	24648	27264	28333	28131	26986	35822	35796	24312	26327	24571	27585	23614	29419	27837	27969	28363	27414	26399	26625	24426	25712	27081	25244	25184	23642	26430	29295	28156	27611	26907	29366	28229	26567	28019	28806	23788
388	271.2275		16231	17845	22489	20835	19792	19373	21272	19454	18209	18839	14744	16450	15957	15665	20676	20806	20325	21955	22470	20236	20843	21762	19709	19544	18900	20036	16598	16749	21171	20646	20741	21300	21267	18130	21123	19475	23309	21986	21047	22265	22298	21380	21801	19489	22015	21473	20162	19984	19914	21786	21083	22863	22760	21967	19634	20792	19746	19204	19089	20280	22655	21924	18430	18495	19452	19157	21631	19946	21590	21044	20586	19080	18655	17561	18757	17673	21549	21745	21571	22562	18931	19416	21563	20664	18574	18745	21505	20194	20365	18711	19471	19714	17256	13067	15245	15277	19157	18712	18803	19467	14048	13857	19695	19697	21442	19287	16323	16834	16953	21213	19007	16317	20045	19758	22426	19999	16022	18190	21573	20230	20488	19635	17444	19511	15831	14830	15457	17024	16313	19035	19939	19771	20576	17477	21056	17434	21125	17406	15335	14711	20036	21089	19623	17141	14263	13775	15929	16767	18270	21203	20182	17227	19630	20261	18632	19118	19343	21388	18966	19543	20197	19794	21237	20743	17528	15307	20346	18483	22656	22525	18166	16791	21511	18789	15330	14773	21422	19594	20655	17375	21127	16418	19577	20797	18859	19712	13462	16968	20765	20670	20458	18594	23497	22223	27988	25251	18741	15202	14177	13556	14936	15902	13370	15533	28982	26947	22697	22717	14301	15402	19030	19413	26419	23704	26321	25777	18278	13084	23634	20944	27286	22619	17900	14506	20010	20433	18372	13401	14941	13853	25395	23411	14786	13892	14765	16060	15045	12876	16707	15369	15786	13266	20724	18187	21915
389	272.1615		253920	234751	465787	475359	508432	511282	475817	486038	553526	538704	581620	572723	535408	515003	518127	513907	473701	477278	460091	457052	504298	483750	449246	455524	509512	508020	235743	223252	485050	475458	305943	295562	456863	454388	468904	446753	464457	449585	498790	493317	476025	462777	493105	497720	510067	491842	485064	482818	494528	485130	534531	532433	305554	296827	447334	458412	485940	490687	433919	433248	490791	480940	498689	488316	501773	520982	481215	487614	505268	502405	426365	430847	477469	481699	483909	481122	452450	450901	458714	438147	492239	475865	543109	540465	483675	483244	477060	492402	496627	485445	506555	510685	551920	515213	549163	531874	486036	458494	474341	470213	257566	240473	436926	435588	601775	586845	597084	561660	551088	528421	456108	441935	528229	531805	354233	346023	428931	433665	524785	507116	445144	434858	512578	506986	592335	566062	603677	560481	473337	452407	489003	479472	457374	460548	475573	482549	468265	461972	568242	550573	619558	602387	490773	489685	273721	270553	451027	430318	442043	420868	482095	486474	507818	509709	419657	420515	545182	532195	505377	497500	289977	283845	484833	487616	535563	516248	493269	486850	283662	268721	369253	352055	433143	425249	578800	558256	458161	480714	496345	480441	505565	504358	457795	464029	497341	491372	266157	260310	475239	450219	484583	454540	539281	524779	1128187	1104146	449472	440258	422434	394162	584694	576827	520186	508638	586037	573364	585446	583567	507545	492527	514325	506045	554253	531247	1155945	1123708	577914	569286	641401	620644	527912	511459	454880	444524	535526	522354	523913	503021	455832	444150	519262	502319	569524	563592	440400	420232	492686	462960	598803	569252	482562	476165	517283	513626	544237
390	273.1206		56566	55711	105712	110288	104032	110647	95664	99150	101108	107785	119550	110529	113778	115412	112488	110094	103296	109603	92153	95261	99035	99030	104664	102579	112595	105774	53524	51822	105454	104599	94392	97191	97167	102384	102471	100765	95373	97075	105218	99062	104681	103964	111060	102455	105163	101147	102356	98560	106183	98025	103944	99474	86537	87718	100161	89869	100638	97167	92339	98561	101402	99684	109120	103774	110177	97066	102514	99625	108232	109682	94502	99018	109812	106588	99800	99245	99454	93025	102056	97916	98354	101907	105496	103024	102729	101217	93906	98379	96835	96987	105704	101524	105230	103588	117081	111175	106507	104991	94935	91807	52923	52783	88047	84984	104436	107762	112971	111384	96291	99165	100911	101070	103525	103681	100101	100271	99093	100505	96249	109101	97325	90627	101498	106067	115008	120404	111087	109696	96591	99021	97891	94554	93545	95298	98407	99355	96252	93558	102719	108632	107211	108369	103927	103585	55142	53887	95961	96932	93636	91552	96129	98591	97847	95230	91511	94471	108120	105495	105612	107949	91080	88281	105086	105759	108649	111752	99972	96547	89327	82995	76542	77023	98453	92530	113625	112252	95843	93872	104771	98877	99614	99300	96093	100421	98052	97564	55280	51166	90639	92145	95279	92090	105410	104990	213410	213142	60338	61167	82505	77925	119298	120927	100282	102652	108647	114627	105144	105147	109250	108720	104067	104188	105275	106163	211110	210845	115793	111488	101252	105307	104772	104128	87622	91546	112369	106441	69980	67362	68963	70122	99178	98938	121304	114963	81696	80446	89184	84225	76793	74402	93086	88092	101649	97670	106753
391	273.193		38236	43724	42534	46497	44766	55374	46187	48405	40759	42454	39587	41934	36104	41876	44213	47382	44071	46838	45744	50438	48830	55308	39873	40001	49360	51739	40266	44338	44859	42746	25223	23027	43218	46478	46970	49619	45340	51756	45602	58428	42702	47488	47339	54435	51042	52416	47541	51448	46566	53618	52033	55850	23382	26544	43173	48630	50750	48423	39786	47962	48512	50327	49448	50557	50635	54943	49492	56810	49733	51575	46441	49140	44970	51485	52753	53300	47646	50938	46527	49323	49655	47810	53751	56602	51991	54419	50582	54005	50531	50752	50565	55777	42405	46663	39362	43255	41939	44341	45657	53142	40730	43042	42340	45782	55357	63377	44143	47169	50625	53896	45385	50384	50166	56812	24521	28869	40745	41529	53466	55512	45022	43830	51332	60750	44229	49496	41629	45125	47116	51519	47923	49857	46355	48543	52719	54755	49040	48145	39139	47177	60083	62595	51280	49538	45102	54604	48007	47966	44500	47124	47101	48892	54171	59793	47062	47189	52021	55516	51193	53372	24951	26053	45794	48966	44218	43042	49327	49291	17834	19550	41540	42724	42200	45395	41789	45840	44262	46526	47339	54460	50909	57258	44805	53040	51979	53739	45307	52507	48905	48167	48683	49948	39988	41377	66261	68605	40471	41965	36810	39359	43914	41579	32383	40525	43656	49477	59260	63614	41375	41319	35242	38437	42874	44368	66071	70491	42131	46723	64948	69660	51535	52869	43929	48879	32727	37639	35877	43943	37574	40565	42641	43892	39630	43696	39451	41792	43004	43693	38517	43178	43715	48012	32268	34915	32009
392	274.0331		33098	35905	12059	11131	11588	11231	11492	13547	46118	48000	44770	51548	51321	52298	11061	13119	12391	10515	12040	12398	11164	11838	11873	11987	11429	12100	37798	41098	12386	12499	41163	38657	11685	10896	11605	11620	13793	14626	11562	13418	9915	10471	12606	11563	9880	11460	12053	12233	10014	10908	12348	11866	39957	37075	9538	12308	10332	10639	9937	10166	9901	11451	10847	10928	12593	12766	12316	11549	11014	13169	10058	11497	12428	12534	10911	11172	10050	12678	12067	11182	10501	10232	12233	10871	11825	11536	11166	10702	10220	11457	11570	9882	47714	48612	37613	37714	11260	10207	10862	11016	31162	33926	11052	10002	11486	10580	43764	46535	9897	10619	9186	11785	11267	11229	37988	42918	10177	11472	10122	11892	10549	11084	11023	12362	37352	39601	42716	41470	10505	12919	9923	9934	10285	11480	10974	10529	10910	11173	42447	44067	11335	13450	10009	11528	36486	37442	13119	11270	10392	10193	10337	10636	11157	11377	9555	11352	9962	11518	10630	12955	42558	38112	11528	12766	35803	37247	11853	12822	35560	35693	12113	12207	11137	12416	37062	38433	12504	11888	12041	11700	10489	11735	10822	14057	10957	9763	40133	40016	11458	10815	10872	10381	46940	47757	11611	10918	48628	49206	43483	41264	40078	41481	48922	52770	36975	43613	12431	13624	35365	35995	50294	56900	36507	34272	11414	11469	37240	38789	11967	11042	33548	36004	33573	36018	51785	51321	54854	55580	49658	48396	33856	34227	38100	38520	41278	44425	44089	44611	59702	60578	35222	35913	49203	49189	48740
393	274.1046		152277	153155	164780	165066	169316	167837	153346	154611	193599	195529	199514	197168	210128	220336	176030	173165	158751	162612	144320	142745	160169	151184	152192	158533	162512	161986	149871	154694	170014	162775	147006	147024	158565	155142	155758	154184	161759	156566	163811	156199	153654	160069	167196	169489	151104	152817	153908	162494	151199	154355	165217	167360	135142	136449	156224	156353	162718	154177	150145	147758	152321	157826	165478	169465	156281	151903	155489	146692	166392	170057	144000	144896	170690	160157	148880	151622	141184	141473	152455	146847	154847	150133	164951	164986	153101	144545	139728	153559	161766	155287	153376	152906	193583	188586	160813	165697	155093	158201	140110	146002	151867	146297	134531	137147	169697	163200	193876	192007	163080	162516	154943	150822	171274	160137	136915	148110	154192	151780	158540	158648	144446	148690	159916	160632	164606	169236	168348	164263	146928	145550	144214	141873	141280	152887	141891	150603	153450	143860	181160	180243	177043	182464	153312	156191	146270	156790	148244	153483	141780	136002	152526	154274	149476	155356	137643	135742	161288	161449	155892	167106	136263	147308	156229	163142	147413	156219	145765	145996	124949	127934	127110	120696	144868	148098	165931	163516	142677	146284	158901	151382	153500	151160	157237	154873	160349	159444	168332	161779	148438	141676	150817	145118	206775	211586	270861	259778	184071	174207	163791	163810	172155	178123	209930	213272	155049	153664	169892	176869	165066	161528	207068	211348	145546	141181	262521	268778	170343	174638	178166	176526	137829	134186	136899	142202	190137	192557	175218	169468	165103	172642	136545	137076	170629	173358	169618	165240	186107	183487	184135	188101	151328	149856	199644	197825	185628
394	275.2014		7145	7452	9300	8895	8729	8944	7636	7138	5818	6352	5770	5758	5611	6678	10349	9570	9164	9072	10734	9644	11616	8968	9446	9408	10742	9429	7556	6282	10840	9847	6065	5872	8926	9006	9633	8842	10530	10795	10859	10821	7512	9297	9390	9578	10901	10412	8996	8654	9840	8527	8902	9313	4789	4922	9491	9440	8845	7939	9425	8391	8759	10644	9539	8251	9446	10517	8559	9871	10137	10027	6984	9168	9481	9415	9322	8841	7771	8441	10555	10171	9279	10290	10291	10973	10551	10700	10599	10197	9963	9347	10356	9150	6062	5656	6348	5708	9215	9457	11116	10427	7168	6230	8814	8006	11146	11030	4261	6010	10424	10877	7978	8843	11720	10574	5870	5423	7651	8007	10052	10381	7980	9068	9705	8518	5870	5386	6182	5529	9031	8447	8764	9498	8787	7841	8569	8121	8785	8499	5559	5262	11429	12143	8539	9785	7611	6557	9110	7855	10149	9655	9829	9517	10312	10734	7831	7087	11630	9242	8760	10745	4910	4927	9266	9408	5365	4906	11448	9980	5888	4847	7743	9710	8484	8311	5473	5745	7921	9066	10300	8723	10981	8471	9209	8303	10729	10592	7078	7336	9510	11055	8732	8711	5936	6072	11192	10493	5551	5314	4757	5553	6039	5484	5153	5154	4971	5476	10854	10808	5039	4817	4705	4933	5411	5992	10115	11613	5601	5467	12088	12224	6196	6218	6706	6996	5104	5744	5481	5330	4792	4096	5950	5054	4980	5291	5949	6573	5889	6544	6489	5953	6592	6195	4539	5281	4157
