ionIdx	ionMz		246 / F5_261_PE_T16_4_F5_261_PE	247 / F5_261_PE_T16_3_F5_261_PE	248 / F5_261_PE_T16_3_F5_261_PE	249 / F5_352_PE_T16_1_F5_352_PE	250 / F5_352_PE_T16_1_F5_352_PE	251 / F5_260_PE_T16_4_F5_260_PE	252 / F5_260_PE_T16_4_F5_260_PE	253 / F5_259_PE_T16_2_F5_259_PE	254 / F5_259_PE_T16_2_F5_259_PE	255 / F5_263_PE_T16_4_F5_263_PE	256 / F5_263_PE_T16_4_F5_263_PE	257 / Neg_PE_T16_1_no_PE	258 / Neg_PE_T16_1_no_PE	259 / F5_353_PE_T16_4_F5_353_PE	260 / F5_353_PE_T16_4_F5_353_PE	261 / cfMRS_4_no_no	262 / cfMRS_4_no_no	263 / F5_350_PE_T16_2_F5_350_PE	264 / F5_350_PE_T16_2_F5_350_PE	265 / F5_261_PE_T16_1_F5_261_PE	266 / F5_261_PE_T16_1_F5_261_PE	267 / F5_350_PE_T16_1_F5_350_PE	268 / F5_350_PE_T16_1_F5_350_PE	269 / F5_260_PE_T16_3_F5_260_PE	270 / F5_260_PE_T16_3_F5_260_PE	271 / F5_354_PE_T16_5_F5_354_PE	272 / F5_354_PE_T16_5_F5_354_PE	273 / Neg_PE_T16_3_no_PE	274 / Neg_PE_T16_3_no_PE	275 / Neg_PE_T16_2_no_PE	276 / Neg_PE_T16_2_no_PE	277 / F5_354_PE_T16_4_F5_354_PE	278 / F5_354_PE_T16_4_F5_354_PE	279 / F5_260_PE_T16_1_F5_260_PE	280 / F5_260_PE_T16_1_F5_260_PE	281 / F5_353_PE_T16_1_F5_353_PE	282 / F5_353_PE_T16_1_F5_353_PE	283 / F5_261_PE_T16_2_F5_261_PE	284 / F5_261_PE_T16_2_F5_261_PE	285 / F5_263_PE_T16_1_F5_263_PE	286 / F5_263_PE_T16_1_F5_263_PE	287 / F5_259_PE_T16_5_F5_259_PE	288 / F5_259_PE_T16_5_F5_259_PE	289 / F5_259_PE_T16_4_F5_259_PE	290 / F5_259_PE_T16_4_F5_259_PE	291 / F5_261_PE_T16_5_F5_261_PE	292 / F5_261_PE_T16_5_F5_261_PE	293 / F5_262_PE_T16_5_F5_262_PE	294 / F5_262_PE_T16_5_F5_262_PE	295 / cfMRS_5_no_no	296 / cfMRS_5_no_no	297 / F5_352_PE_T16_4_F5_352_PE	298 / F5_352_PE_T16_4_F5_352_PE	299 / F5_353_PE_T16_5_F5_353_PE	300 / F5_353_PE_T16_5_F5_353_PE	301 / F5_352_PE_T16_3_F5_352_PE	302 / F5_352_PE_T16_3_F5_352_PE	303 / F5_260_PE_T16_5_F5_260_PE	304 / F5_260_PE_T16_5_F5_260_PE	305 / F5_354_PE_T16_2_F5_354_PE	306 / F5_354_PE_T16_2_F5_354_PE	307 / F5_351_PE_T16_1_F5_351_PE	308 / F5_351_PE_T16_1_F5_351_PE	309 / cfMRS_1_no_no	310 / cfMRS_1_no_no	311 / PE_C_256X_pollen_dilution_series_no	312 / PE_C_256X_pollen_dilution_series_no	313 / H2O_B_3_no_no	314 / H2O_B_3_no_no	315 / H2O_B_4_no_no	316 / H2O_B_4_no_no	317 / H2O_A_3_no_no	318 / H2O_A_3_no_no	319 / PE_C_4X_pollen_dilution_series_no	320 / PE_C_4X_pollen_dilution_series_no	321 / PE_B_1X_pollen_dilution_series_no	322 / PE_B_1X_pollen_dilution_series_no	323 / PE_A_32X_pollen_dilution_series_no	324 / PE_A_32X_pollen_dilution_series_no	325 / PE_C_2048X_pollen_dilution_series_no	326 / PE_C_2048X_pollen_dilution_series_no	327 / H2O_A_1_no_no	328 / H2O_A_1_no_no	329 / PE_A_2X_pollen_dilution_series_no	330 / PE_A_2X_pollen_dilution_series_no	331 / PE_A_512X_pollen_dilution_series_no	332 / PE_A_512X_pollen_dilution_series_no	333 / PE_B_4X_pollen_dilution_series_no	334 / PE_B_4X_pollen_dilution_series_no	335 / PE_B_32X_pollen_dilution_series_no	336 / PE_B_32X_pollen_dilution_series_no	337 / PE_C_64X_pollen_dilution_series_no	338 / PE_C_64X_pollen_dilution_series_no	339 / PE_B_256X_pollen_dilution_series_no	340 / PE_B_256X_pollen_dilution_series_no	341 / PE_B_64X_pollen_dilution_series_no	342 / PE_B_64X_pollen_dilution_series_no	343 / PE_C_1024X_pollen_dilution_series_no	344 / PE_C_1024X_pollen_dilution_series_no	345 / H2O_B_5_no_no	346 / H2O_B_5_no_no	347 / PE_C_1X_pollen_dilution_series_no	348 / PE_C_1X_pollen_dilution_series_no	349 / PE_A_4X_pollen_dilution_series_no	350 / PE_A_4X_pollen_dilution_series_no	351 / PE_A_256X_pollen_dilution_series_no	352 / PE_A_256X_pollen_dilution_series_no	353 / PE_B_8X_pollen_dilution_series_no	354 / PE_B_8X_pollen_dilution_series_no	355 / H2O_C_2_no_no	356 / H2O_C_2_no_no	357 / H2O_A_2_no_no	358 / H2O_A_2_no_no	359 / PE_C_512X_pollen_dilution_series_no	360 / PE_C_512X_pollen_dilution_series_no	361 / PE_A_1024X_pollen_dilution_series_no	362 / PE_A_1024X_pollen_dilution_series_no	363 / PE_A_8X_pollen_dilution_series_no	364 / PE_A_8X_pollen_dilution_series_no	365 / H2O_A_5_no_no	366 / H2O_A_5_no_no	367 / PE_A_2048X_pollen_dilution_series_no	368 / PE_A_2048X_pollen_dilution_series_no	369 / H2O_B_6_no_no	370 / H2O_B_6_no_no	371 / H2O_C_6_no_no	372 / H2O_C_6_no_no	373 / PE_B_16X_pollen_dilution_series_no	374 / PE_B_16X_pollen_dilution_series_no	375 / PE_C_2X_pollen_dilution_series_no	376 / PE_C_2X_pollen_dilution_series_no	377 / PE_B_2X_pollen_dilution_series_no	378 / PE_B_2X_pollen_dilution_series_no	379 / PE_C_128X_pollen_dilution_series_no	380 / PE_C_128X_pollen_dilution_series_no	381 / H2O_A_4_no_no	382 / H2O_A_4_no_no	383 / PE_B_128X_pollen_dilution_series_no	384 / PE_B_128X_pollen_dilution_series_no	385 / H2O_B_2_no_no	386 / H2O_B_2_no_no	387 / PE_A_128X_pollen_dilution_series_no	388 / PE_A_128X_pollen_dilution_series_no	389 / H2O_C_1_no_no	390 / H2O_C_1_no_no	391 / PE_A_1X_pollen_dilution_series_no	392 / PE_A_1X_pollen_dilution_series_no	393 / H2O_A_6_no_no	394 / H2O_A_6_no_no	395 / H2O_B_1_no_no	396 / H2O_B_1_no_no	397 / H2O_C_4_no_no	398 / H2O_C_4_no_no	399 / PE_B_2048X_pollen_dilution_series_no	400 / PE_B_2048X_pollen_dilution_series_no	401 / PE_C_32X_pollen_dilution_series_no	402 / PE_C_32X_pollen_dilution_series_no	403 / H2O_C_3_no_no	404 / H2O_C_3_no_no	405 / PE_B_512X_pollen_dilution_series_no	406 / PE_B_512X_pollen_dilution_series_no	407 / PE_A_64X_pollen_dilution_series_no	408 / PE_A_64X_pollen_dilution_series_no	409 / PE_C_16X_pollen_dilution_series_no	410 / PE_C_16X_pollen_dilution_series_no	411 / PE_C_8X_pollen_dilution_series_no	412 / PE_C_8X_pollen_dilution_series_no	413 / H2O_C_5_no_no	414 / H2O_C_5_no_no	415 / PE_A_16X_pollen_dilution_series_no	416 / PE_A_16X_pollen_dilution_series_no	417 / PE_B_1024X_pollen_dilution_series_no	418 / PE_B_1024X_pollen_dilution_series_no
274	209.0455		20052	19979	20944	19640	17924	19000	17399	18690	19491	21901	20649	13770	13624	16450	17664	11542	11972	19118	20222	20492	19080	24414	22690	20021	20722	21254	18988	14663	11694	14302	13864	18955	20659	18942	18864	18022	16733	19692	20682	20593	21737	18694	20398	17947	20612	20177	20563	18847	19847	11325	11163	20147	17067	18391	18353	16799	16365	19631	20049	20920	21149	18851	17644	11842	10892	8482	7848	7005	5636	7424	4729	9385	6664	21137	22563	39619	44364	12870	11923	6274	6163	10307	10015	31776	33173	7906	7843	21009	21582	9545	11128	10246	11077	6665	7853	10053	10167	6617	7197	11842	10638	42980	44173	22840	24351	7785	7002	16277	16398	6267	5971	61976	47983	11020	9625	8499	11263	17121	16792	10037	9362	11593	9290	8744	10032	9002	9467	12245	13575	31378	30515	32958	33553	10765	10381	5844	7230	9036	9943	9593	9003	9303	9660	9861	9999	43701	40761	10262	9433	8771	9585	6697	9963	10733	10147	10875	10926	8560	8634	10260	10687	9083	9579	11108	13259	15400	16139	9914	9829	11591	11464	10377	7282
275	209.0661		115976	121616	114375	115947	115119	108474	109742	117849	116995	144811	142084	125558	127212	117596	116517	117966	123881	121136	120962	123104	120689	134677	130885	121532	111373	133228	134525	132740	126262	122937	124716	116535	111649	115682	116584	108289	110883	120321	117094	136431	148226	120875	111880	110221	115602	119708	125295	125369	120029	113018	119844	115365	114449	113067	119214	105561	113297	118844	115303	121063	120213	115499	120704	131041	134206	16199	12702	4248	3185	4336	2312	5373	2937	154770	153169	334162	335998	53805	52450	7137	5458	4765	4196	246203	251561	13752	12814	149603	152182	43154	47196	23878	24906	8638	8674	25013	26923	4785	4792	5553	5091	336237	353347	158086	165716	16584	13336	108435	111520	4269	5262	6996	6296	6287	7254	5952	5642	115623	108184	5593	5392	4534	4036	2849	4087	3303	3330	73290	72524	255680	258644	258405	254646	26276	20173	4452	6751	15597	15737	4121	4367	17026	16764	4252	3155	342709	354041	17278	13576	5115	5158	4582	3703	6063	4884	42064	47202	3107	2753	7524	6791	27396	24872	74428	72306	98267	105601	4285	3685	74149	79505	6481	6329
276	209.081		37218	35011	34588	33937	33720	31473	33673	35411	38980	40788	42493	35293	35283	37996	39134	41544	41560	38264	43677	39049	37350	39768	44981	38605	39131	38700	43260	37629	39082	40404	38388	33856	35284	35836	37388	37738	37336	37915	36898	42732	40134	37425	37035	34901	38965	37570	37962	34849	36196	34796	38767	37713	33903	37015	37607	32247	36248	39512	38045	38535	38915	39750	39921	49751	51497	10885	10471	7355	7111	6644	5793	6622	5844	25979	25357	39756	44651	15470	13761	6711	5654	5441	5610	33569	34077	8084	7807	24944	24478	12009	12649	10197	11317	7912	7492	15543	14429	7367	6354	7791	8161	43977	43926	28250	26065	9396	9236	21358	21015	6341	7362	7419	7871	6984	7742	7429	7690	21870	22212	6603	7299	7689	8676	6480	5998	7067	6757	16097	18169	32793	34041	37381	36977	10431	9281	6329	8687	8372	8106	7228	6080	8006	9183	6439	6064	44197	45841	8381	10225	6997	6414	6843	4840	7227	6461	11374	13021	5460	5047	6471	8087	10177	10541	15744	17049	20084	19454	5636	6351	15162	16167	7622	7102
277	209.0925		44113	43276	44408	46594	48749	44195	42512	46298	47161	49995	52647	57337	60527	42725	46822	66287	74218	47423	50503	46082	48768	50297	50712	45838	49980	49321	50891	56630	57872	53092	56691	41059	42110	42876	43026	47294	47108	45439	45467	51901	50632	48695	50120	49329	50016	42979	46619	49370	46832	67027	69897	50471	48864	49803	47785	42467	48549	46698	47233	43768	43380	47826	46672	66806	66877	24018	19329	14380	13463	13130	14257	12943	13198	22946	21450	29120	32251	16471	16540	10233	11452	11811	10063	25125	25639	11183	10089	20729	20490	11562	12520	11801	10368	12015	9957	11831	11850	10891	9642	11410	11749	31131	33325	24065	21291	10687	11091	17698	16796	9263	10437	9397	8874	7899	10278	9705	9320	21743	22717	9459	9439	9127	8693	7633	8562	9761	10035	14036	15692	25879	25790	27301	27021	12411	12328	8793	8268	10594	11103	9278	9141	10140	11142	10783	9311	30070	32135	11555	10375	7509	9387	8971	8447	10470	11186	13677	12601	9041	7836	7874	7964	9714	10028	16113	16875	16358	16598	10117	7388	11374	13655	10875	8766
278	210.0883		133402	119824	126836	116969	116408	126985	126062	122197	125322	143010	150258	150183	145646	142885	146320	149186	156449	147396	152740	135683	134811	158860	163182	143413	148386	131899	139654	153839	153235	137817	141929	143118	139656	125491	131742	154594	159429	130981	129307	157871	156968	132756	134088	122757	120068	140575	131582	124006	129182	130936	136992	120183	128021	144572	149843	119618	120000	137791	140962	135515	133144	125119	124503	151638	159178	23992	17593	8699	6315	7578	5148	9517	6278	17364	14995	25249	25860	11602	10851	5081	5355	6447	5697	21418	20577	6095	4707	15623	17040	7568	8374	6408	6296	5204	4488	6817	6233	4903	4623	5534	5232	25549	26545	19150	16805	5869	6340	13008	11950	3699	4455	3331	2553	2621	4155	3554	4050	12559	13477	3181	3047	3918	3806	2899	3219	4214	3142	8815	7858	19877	20467	20168	19812	5785	6459	3180	4194	2948	4166	3315	3084	3784	4376	3365	2975	26025	27391	4483	6589	3705	3856	3359	3284	4479	2965	5817	7756	3298	3952	3212	3354	4564	6706	8643	9318	10710	11759	2907	2756	9695	9843	3976	3370
279	211.0012		64673	62534	63203	59488	61986	58878	56285	57079	55772	59151	63137	46055	45501	49552	49826	42754	40455	59462	63925	60571	63170	62933	68573	58450	62440	65194	62469	44453	43091	42728	43041	54503	57647	57581	61749	51092	50490	61295	58675	61441	61914	56623	56996	56273	56552	59076	69463	60539	60065	42523	45030	53639	59221	52527	53774	59082	62533	57966	59581	57097	63238	47103	46798	43817	43086	17344	16165	8987	9173	9707	8187	10037	9588	45842	48683	78941	80740	21464	17749	8159	8479	7078	7431	61113	63752	11033	8414	45078	47456	15116	19025	14173	14848	8444	9239	12941	11082	7788	7239	8047	8793	82073	83073	49334	48520	11527	8390	32865	36654	5653	4593	5078	6964	5743	5567	4737	6641	37316	36737	4787	4035	6369	5373	3752	3440	3749	5271	25228	25179	68795	63661	63458	65853	10758	12045	4581	4872	8687	9018	4642	4506	11260	8536	3938	3601	81686	83259	9275	7737	6641	5703	5836	5621	5244	4885	15377	17139	4139	4267	5551	4740	9396	11615	22856	23246	31903	28402	4774	3509	24128	19623	3985	5845
280	211.0256		19478	21003	17677	19639	21421	18171	19636	19021	18388	19308	19658	16142	14575	18077	19439	16350	15046	19960	19994	21149	21193	19854	21112	19624	19623	21001	20610	16037	15657	14185	16484	18217	18529	18424	20559	18424	18452	17030	18982	22753	19986	19112	18786	18204	20752	22433	20373	18288	19472	15070	13778	17664	21193	19028	19278	21453	17846	17644	20976	20865	20895	18421	15537	18116	19068	7630	6864	5796	5390	4229	3580	4927	4210	20487	20953	29496	29845	12282	11984	5783	4754	4140	4686	23284	24445	6846	7727	18934	21160	12904	12757	9602	9005	6309	7038	8832	8927	4485	5015	5415	4209	28230	30529	22883	21441	6520	6779	17351	17099	6106	4071	5138	4747	5804	4527	4941	4461	18554	18960	5255	6095	4732	5130	3165	3713	5061	4298	16900	16183	24712	24892	24917	25776	8519	8621	4414	4959	7345	8858	4515	4623	8081	6543	2847	5619	31632	28855	8120	7076	4648	4879	5208	4657	3502	5452	11844	10644	3722	3249	6884	5509	8085	8283	14798	14683	17709	18047	4062	4543	14064	13895	5417	5175
281	211.0603		43537	44536	47226	48195	49000	47161	49194	44770	48270	44728	49031	54532	61086	48496	48152	59482	55436	47096	52324	48397	48583	51087	49646	52738	51476	51380	47470	57211	55258	56387	52633	45157	47358	49539	47543	47338	46474	46366	48396	49269	45779	45884	49957	48575	49006	44457	47502	46266	48179	55481	53933	46925	48347	46374	47219	46942	48596	46808	59184	45023	46549	45093	46176	55384	55249	13071	11975	7147	6874	5456	5939	5077	4721	22516	23203	38526	38682	11732	14081	5205	5915	5187	5926	32220	33448	7935	7917	27494	20931	11063	10670	8275	10027	6025	7738	11697	11038	5600	5862	5755	6328	40211	42622	27217	25659	9668	9043	17999	19620	4774	4939	5722	5692	6242	6783	5811	5451	17852	19905	5310	4727	4565	7727	5223	5571	5379	6102	12085	13069	34125	32647	32300	33340	10647	9537	5482	5998	8588	7007	4607	5728	7383	7031	4231	5226	37175	41030	8750	7272	6561	4803	5497	5779	4215	5559	11528	8597	3262	4295	5385	5918	8667	10988	11675	14726	16798	17152	4635	4624	13534	13221	5786	5508
282	211.1087		31439	30292	28917	30002	31836	31917	31863	33111	32737	36057	36146	38405	40398	33286	34205	36885	37685	34969	32748	33996	31693	37056	33785	34969	35621	31719	35016	39021	38712	34485	37169	37818	37161	32814	32564	32223	32892	31232	30656	37075	39711	32471	33238	30153	32803	30878	32386	30720	30614	33839	33901	31427	34489	35343	34842	33504	29854	33368	33934	32880	30881	33950	31493	38943	39166	10242	9956	4560	4833	4735	4227	3731	3021	53814	50950	87784	84516	21726	19395	5357	4291	3306	4797	72318	68805	7424	7436	50632	54731	18748	16718	11220	10312	5736	5006	10655	12219	3798	3837	3738	4259	93791	86022	54658	60128	8035	8179	39952	41689	4736	4624	4153	3483	4440	4538	4236	4497	41048	38798	3163	3021	3781	3037	3804	3022	3450	4089	25856	29683	78389	73144	70875	73856	11893	9627	4257	4002	7430	7322	3733	4374	7940	7730	3023	3365	89106	88309	9179	6691	2960	3194	3166	3392	4365	4247	15132	17664	3819	3220	4539	3704	11402	11104	23691	24376	39806	39613	2927	2834	27257	26652	4303	3573
283	211.1339		15830	15675	14845	14945	14513	15316	13552	15979	14399	17320	17417	18574	19047	15885	15734	18763	17201	16420	15060	16529	14949	14441	15116	16425	15090	15517	14755	19532	18877	19493	16946	15137	16230	15646	14606	15742	16114	15947	16182	16263	16544	15642	16194	16728	16456	15532	13191	14419	16875	17298	17277	15180	17322	16555	14535	14933	16524	15855	16077	14446	14042	15521	16653	16441	17504	15566	16961	14807	14038	13662	13191	14377	12825	21534	21727	29056	31034	16773	14815	13652	16526	13617	13925	34732	31180	14808	15075	20696	21653	14615	13538	13577	13195	12371	13209	14669	14840	12206	15536	17329	15835	28767	28522	28898	27494	14994	15507	20264	19405	13794	13395	12242	13767	14951	15302	13331	13301	18196	16098	14674	13661	14480	13840	15564	15214	16149	16149	14277	16007	24537	24987	30079	26031	16744	16848	16273	15213	12589	16175	13810	15169	15234	13569	13697	15870	23552	25308	16902	16979	15313	13694	13283	13759	14122	15376	14693	15662	15883	13497	13553	12898	13487	15349	13678	15990	14040	16558	10930	12642	14393	13764	15681	15979
284	211.1699		4093	4664	4317	4373	4991	4603	4567	5196	5222	4982	4912	6203	5172	4621	4964	8064	6759	4125	5187	5212	4487	5368	4415	5060	5071	4752	6194	6942	6624	6306	5572	4844	4405	4011	3853	4412	5673	4668	4426	5339	5502	3868	4074	4916	5007	4468	4985	5318	4754	6169	5508	4328	4465	5147	4774	4358	5205	4489	4706	4245	5139	4893	5109	6744	7191	4135	3330	4578	4276	4214	4190	3980	3307	3878	3597	4836	4767	3978	3905	3801	3687	3422	3459	4860	4222	3849	3229	5560	3146	3038	4183	3957	3696	4109	5263	3747	3157	4041	2465	3664	4641	5037	5407	4707	4677	3538	4936	4452	4145	4895	3992	3586	3956	4233	4695	4014	3293	3941	3789	3639	2786	4077	4467	3138	3550	3906	3655	4551	4871	4182	3203	3906	4726	3879	3227	4068	4106	3140	5508	3957	4239	4941	4398	3683	4337	4311	4150	4594	3588	4709	3909	4015	4002	3984	4009	4849	4392	4402	3395	3129	3977	3919	3827	3874	4524	3309	3944	3850	3393	4214	3623	3259	3739
285	213.0167		220663	216072	209645	167184	167718	195420	194355	194464	196236	220505	238845	14239	13569	156292	157852	11794	10627	210776	221593	205515	204593	227671	231110	211395	217825	183027	186732	14043	15213	14960	12769	178033	178154	183247	198835	169752	169212	200738	204388	241342	229169	194769	195768	193485	186540	209819	216255	180390	183480	12792	8453	162879	161454	171078	175069	156571	166370	190063	190060	172866	168617	130393	126831	10751	10967	13327	9492	3581	2757	2609	3585	3440	2445	34627	34917	72156	74013	16700	17806	3488	3498	3182	3390	58363	59457	8610	8440	34179	32579	13963	14926	13485	12787	6554	5996	11442	12279	5046	3584	3616	3336	73434	78152	35162	37943	10248	9122	23304	24672	3944	4892	3335	3253	3647	3263	4160	4060	23764	22762	3678	3109	4055	3529	2533	3118	3193	2593	16956	18225	55750	58063	55952	55984	12899	9820	4339	3920	8855	9784	3620	4439	6227	7533	3246	2895	70205	71742	9524	7922	3392	2908	3335	3404	3691	4145	13083	15053	3485	3069	3969	3815	12114	11579	18322	18257	21296	22492	2822	4001	16087	16920	3664	3806
286	213.1241		139065	136237	142389	154983	168328	137618	137774	147867	144443	153715	165594	264471	262158	166043	171055	277840	287694	162147	162692	157046	156783	176671	184018	157551	163538	168000	169600	280250	284526	255733	253240	150598	158086	143487	152985	159666	161486	151395	157073	170605	165637	148515	152826	138957	142358	168774	163106	148587	150698	242650	252342	162871	167156	158678	165172	153958	152337	152171	162311	164470	176381	171680	177032	307836	316956	24441	18607	9000	6882	6559	5145	9076	7084	14097	14056	20579	24020	8333	10379	4343	4601	3822	3784	16779	17979	5808	5080	12373	12719	5641	6994	5894	5716	5266	3936	5226	6166	3289	3408	5721	5975	24456	22812	13939	14490	6319	5113	9030	9674	4403	3780	3418	3311	4227	5768	4480	4673	12090	12736	4276	3140	4157	3579	4099	3201	4594	4082	8007	7876	17010	18707	18214	17679	5022	6408	4326	3605	4221	3759	3932	3513	4001	4587	2317	2712	17856	21139	5447	5529	2994	2919	3689	3184	2538	2871	5761	5975	3617	2819	2702	3257	5542	6196	6369	7728	8525	10377	2740	3500	7263	6806	3101	2999
287	213.1497		16548	14551	14558	17340	20010	14423	16190	19027	17429	18818	17278	25588	24173	18135	17394	23895	24372	16989	17480	17766	17072	18113	17789	17323	16647	18713	20005	24646	25546	22676	24941	16524	17023	17045	17099	15704	18560	16576	16504	18557	18292	17764	17106	17823	19913	15892	15353	16488	15494	22462	24818	16814	19567	17417	16866	18572	18974	16227	15070	16861	17583	16207	17833	23514	26493	13192	15082	14264	16877	12924	13364	14932	12852	13127	12246	13958	13446	12890	15661	12640	14135	14216	12754	12112	13558	13992	13459	13959	12155	13903	14626	13021	16021	13084	14385	15745	14539	14258	13295	14691	17889	12136	12465	13965	11918	15548	16047	14865	12618	16366	15314	14240	13889	13068	15039	15843	13732	13923	13750	13525	14414	14780	15487	16188	15160	14039	16847	12959	13483	13317	12581	13652	11167	13404	16698	16012	16415	13390	15033	14561	15200	13849	14624	13248	14648	12307	11071	17539	15632	14804	13433	14503	13786	13690	15954	13012	13563	15680	14451	13581	12542	15245	16213	11796	13456	10562	11479	13319	13533	12610	12402	13684	13514
288	214.0485		250010	246260	251585	262682	263666	249707	252170	266730	266225	287272	293256	345170	354468	282976	278919	606146	626407	274074	285875	267981	258478	283803	295995	288294	289929	282974	289348	359806	368251	323229	307367	183750	193337	256135	274048	281163	276781	262523	264576	302808	307939	273068	279370	262434	262624	275406	278196	285064	282302	570352	589411	277363	277383	281627	272222	250114	249375	273507	275460	256615	273841	267750	259659	693895	696946	45001	36231	17004	16711	17828	10818	15524	14510	85990	84827	178489	179968	31980	34861	9843	11735	11223	11048	131545	134633	15801	14826	84233	82874	25949	25262	20136	20134	13593	13064	17947	17162	13241	12557	12129	12694	181599	184900	96281	100930	15293	14346	52022	58569	10191	10094	9800	9631	9878	13013	10049	11963	59517	59560	11618	8952	9077	11495	9116	7637	10136	9279	37176	34655	126306	128493	134682	135794	15611	15138	9218	10971	14484	14354	10730	9738	15581	15643	8206	7919	178478	180284	15405	13956	9550	8962	8443	10035	9963	9509	24490	25258	7853	9636	11011	10714	17978	15900	32776	35246	53748	52892	8139	8549	32381	37535	7059	10572
289	214.1083		14605	13714	14758	15217	14165	16903	13933	16283	14576	15088	15814	22187	17988	15717	16348	21834	21704	15794	14606	16046	16839	17036	19287	14419	15085	14852	16126	19524	17927	19161	18484	14355	14569	16224	15745	14863	17097	15163	15066	14673	16046	17094	14173	15730	17585	15011	15202	15271	15331	20863	20071	15662	14863	15266	15425	12192	13651	15974	14318	14548	15853	13020	15087	22990	21342	3515	3198	3158	2564	2330	2329	2660	3106	13801	13924	20561	21747	7600	7475	4488	3259	3421	3118	18444	16171	4087	5408	11723	13225	7038	7323	4741	5181	4095	3163	5268	4572	2957	3788	3044	2935	22431	25768	16833	18378	6806	5927	11846	12747	5851	4167	3144	4369	3862	3522	3287	3644	9348	11989	3059	3274	3827	4521	4060	3089	3446	3942	7529	5748	18982	18358	16963	19146	7186	7733	3871	4098	5853	4148	3330	3522	3922	4232	3193	3398	20024	23807	8498	7255	4556	4745	4863	3326	3919	3445	6241	6797	3945	3766	2703	3262	5383	4772	7613	7058	9333	9876	3627	4923	7338	7795	2415	2649
290	214.9791		11752	10428	11132	10330	9674	11338	10472	10744	11485	10056	11443	15253	15987	9984	10682	5632	5937	10320	11496	11747	8385	9726	10724	9341	10374	11086	11332	14110	16306	16959	15923	19022	19607	10732	10890	11257	10723	11076	10198	9562	8333	10615	10505	11827	10422	11239	13020	9131	10675	6517	6920	10242	12048	10558	9920	11477	11781	8521	10082	12088	12589	11918	13169	5917	6484	13782	14951	8884	8165	8048	7512	8027	7809	35467	37288	34877	41365	39569	42303	15005	11752	8842	10236	32756	37320	20998	18951	34159	37785	40800	38540	29661	29628	17054	16684	32733	30677	13163	12470	12058	10410	38039	41134	41158	38255	24751	23260	44334	38927	13011	13398	11845	12307	14826	15032	14064	13332	43401	43737	12800	13291	10537	10087	8458	8670	8720	8269	42409	43106	36202	35891	37450	39834	30492	29760	10723	11842	27915	25934	11627	12171	23849	23643	10095	10471	40382	42508	26466	20728	13380	11951	12959	12886	14283	10939	39391	38150	10889	10663	15474	15357	31768	30653	41186	42419	40921	39678	13201	10729	38658	39272	15608	13049
291	215.033		238232	239016	241789	1098551	1122943	230824	224739	349409	346904	378186	388423	4639869	4652777	1870165	1895999	355229	339108	266228	253589	251974	255946	267884	265810	242013	242001	231404	235008	4654904	4568359	4535485	4468887	4837757	4866047	343738	324164	1815764	1854672	272196	275175	267238	267226	359195	351575	365422	366584	239732	234836	264618	271607	294295	296588	1236658	1271303	1948618	2039738	1540972	1564650	253975	252501	1090891	1103046	2438616	2493176	351116	331883	408787	330785	177508	176694	171487	170282	174291	175728	959408	976842	1992041	2075422	506316	490270	199689	194125	177491	175074	1479176	1531805	299799	273472	891085	921649	404729	409256	354962	354726	233659	226777	344428	332504	192533	197702	194169	193191	1999713	2088586	958779	1007391	314117	281962	634232	653089	205489	209431	188835	187211	215810	212160	205652	202636	636975	615835	201415	192723	192689	188613	188964	190364	189177	193049	461385	478698	1475538	1498866	1476558	1540769	357940	341698	210955	204424	293780	303739	202775	210069	298217	289127	195822	193798	2150005	2198543	313782	279566	200837	202015	185087	184037	209696	213060	418735	415318	191143	195278	208686	210971	324454	329853	439952	458896	582532	574011	185410	185193	443959	463454	178098	175175
292	216.0661		37082	36847	39473	34625	35554	35752	36661	40208	41245	46176	47329	31079	31725	41365	45321	23346	21727	40848	44858	39649	43306	43983	46011	39559	41998	41484	37870	30153	29612	28511	27728	38864	38716	37014	38342	42277	40099	38151	41192	51907	49919	38341	39692	34278	37987	42926	41338	37231	39490	23178	21453	34579	37116	43510	43771	35192	39256	38271	40729	37903	39993	34177	31841	25092	24057	6597	6219	3565	3349	3593	3479	3273	2728	6947	7896	13990	14214	5259	7043	3828	4128	3154	3435	12484	11697	4862	4405	7428	8314	4366	4868	3780	4872	3592	3149	4183	3847	3293	3926	3290	4128	15455	15390	9217	9369	3734	4326	6027	6707	3636	4721	3261	4437	3798	3786	3566	3580	7586	6945	2999	3300	3623	3491	3135	3051	3692	4605	5380	5024	11433	10620	11212	12268	5520	4750	3888	4442	3643	4687	3977	4059	3902	3642	3657	3784	15124	15324	4866	6014	3908	3193	2961	3410	3695	4186	4559	4084	3522	3771	4587	3122	3982	4258	4804	4533	6912	5290	3077	3628	5278	6075	3806	3888
